"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1639041197","Texas Tone Dermatology","3"
"1639595085","Yelm Physical Therapy","3"
"1649587411","National Church Residences Rehabilitation Services","3"
"1689401168","Axiom Gardens Of Flora","3"
"1700961646","Chrysalis Health","3"
"1730058041","Cherished Acres","3"
"1750675054","Ohio's Choice Home Health","3"
"1760038541","Community Medical Assoc of B.C.H.","3"
"1760038541","Associated Neurologist at F.I.M.","5"
"1760038541","Associated Neurologists at Longmont","5"
"1770383903","JHU - 601 N Caroline Street - Physician","3"
"1801613997","Kayla DeAnda LMT","3"
"1801765110","Cherished Seniors","3"
"1801765110","Cherished Seniors at Bonney Lake","3"
"1811477664","Patriot EMS","3"
"1811477664","Patriot Management and Investments Company LLC","5"
"1831168475","ROTECH","3"
"1831919380","JHCP- 6350 Stevens Forest Ste 102/107","5"
"1952270266","Dental Care at Lake Lavon","3"
"1972792364","Chiropractic Naturally","3"
"1003635509","JHCP - 3501 John Simmons St A201","3"
"1003635509","JHCP-3501 JOHN SIMMONS ST # A201-PROVIDER TYPE: 20 PHYSICIAN","3"
"1023239886","Metrocare Services","3"
"1043189384","Bella Terra Dental","3"
"1083829717","Miracle Ear","3"
"1114485224","Traditions at Hopeton Village","3"
"1124997465","Adept Nursing & Rehab of Grand Island","3"
"1194341214","myLaurel Medical Group PA","3"
"1235564899","KC Chiro AND Inside Sports Clinic","3"
"1285813246","Proactive Physical Therapy","3"
"1346870920","HARVEST HOME","3"
"1376412619","KINTEGRA AT SHERRILLS FORD ELEMENTARY","3"
"1427672336","Highland Hospital","3"
"1457305997","National Church Residences Chillicothe","3"
"1497624738","Kintegra at Tuttle Elementary","3"
"1538038872","Kintegra at Startown Elementary","3"
"1548352743","Family Concern Counseling","3"
"1578188322","Highland Health Center","3"
"1598319758","Elevate Physical Therapy","3"
"1598389405","Highland Residential","3"
"1639200215","Foot & Ankle Specialists of Utah","3"
"1659039428","Community Support Services - LADHS","5"
"1659240992","2ND FAMILY HOME CARE AND SUPPORT SERVICES","3"
"1679031058","National Church Residences Chillicothe","3"
"1699315820","APERION CARE WEST RIDGE","3"
"1700237278","FOOT AND ANKLE SPECIALISTS OF NORTHERN NEW MEXICO","3"
"1700512365","ANGEL TOUCH MEDICAL GROUP CENTER","3"
"1700512365","Angel Touch's Labs","3"
"1710412705","Accel Physical Therapy","3"
"1730173089","Neuro Imaging Winter Park","3"
"1730863929","LOGGINS PT","3"
"1790533693","Westshore Chiropractic","3"
"1801411905","Highland Physicians Group","3"
"1851279509","Renaissance at Kiowa","3"
"1851342737","Publix Pharmacy #1116","3"
"1861137408","Hope Valley Recovery","3"
"1871749952","COMPREHENSIVE OUTPATIENT SURGERY CENTER LP","5"
"1881563112","KINTEGRA AT CLYDE CAMPBELL ELEMENTARY","3"
"1922104041","NatlChrchRes Home & Community Services Southern Ohio Home Health","3"
"1922607266","Hope Valley Recovery","3"
"1922977271","Adept Nursing & Rehab of North Platte","3"
"1932078268","Kintegra at Mountain View Elementary","3"
"1952298184","Thrive Alabama Pharmacy","3"
"1073386637","Inner Work","3"
"1093683054","SEA MEDICAL HEALTH AND WELLNESS","3"
"1124786900","Menorah House","3"
"1134098486","Emerge Healing Center","3"
"1134617798","Haven of Hope, Inc. - Halcyon","5"
"1205474087","Elevate Care Irving Park","3"
"1285453787","JHCP - 3833 North Fairfax Drive STE 110","3"
"1285453787","JHCP-3833 FAIRFAX DR STE 110-PROVIDER TYPE: 20-PHYSICIAN","3"
"1306584396","Office of Diversion and Reentry Enhanced Care Management","5"
"1306715560","Dickson Health and Rehab","3"
"1306993555","ADVANCED FOOT CARE","3"
"1336803253","The Terrace of Delray Beach Nursing and Rehabilitation Center","3"
"1346831377","AdviniaCare at Naples","3"
"1356981955","Endeavor Health Center","3"
"1366311516","Adept Nursing & Rehab of Blue Hill","3"
"1447885355","Arcadia Care Danville","3"
"1467117168","Danuta Olson-Schuessler","5"
"1477151702","Arcadia Care Clifton","3"
"1538035530","Aquila Protective Services","3"
"1568841674","Enhabit Hospice of Southern Utah","3"
"1609466465","AdviniaCare at Venice","3"
"1659979987","Arcadia Care Clifton","3"
"1679231450","Elevate Care Lake Worth","3"
"1699492710","ELEVATE CARE PALOS HEIGHTS","3"
"1699644948","Adept Nursing & Rehab of Waverly","3"
"1700755956","Adept Nursing & Rehab of Gretna","3"
"1730058983","Adept Nursing & Rehab of South Sioux City","3"
"1730306424","Pilgrimage Family Therapy","4"
"1861061517","ALL CARE HOSPICE ABD PALLIATIVE CARE","3"
"1902348279","Enhabit Hospice","3"
"1902428147","Aperion Care Glenwood","3"
"1932078284","Adept Nursing & Rehab of Central City","3"
"1932739497","Arcadia Care Danville","3"
"1932907086","WESTCHESTER MD CONCIERGE","3"
"1003504846","Kimberley Michelle Hardy","4"
"1003504846","Kimberley Michelle Hardy","5"
"1063948297","Spindale Family Practice","3"
"1063953602","Masonboro Family Medicine","3"
"1083081277","Food City Pharmacy #747","3"
"1144950601","MERCY PHARMACY","3"
"1154663813","One2OnePhysiotherapy","3"
"1154872315","Larry F Berman MD MSPH PA","3"
"1154872315","Larry F. Berman, MD, PC","3"
"1215814579","Alliance Internal Medicine","3"
"1235008418","Reelfoot Manor Health and Rehab","3"
"1235680463","Biltmore Family Medicine","3"
"1295516227","TRINITY PT","3"
"1306397898","Family Care of Fairview","3"
"1316654924","Purpose, PLLC","3"
"1356398887","Asia Home Healthcare Incorporated","3"
"1477178127","Ambulatory Services Yale New Haven Hospital","5"
"1508030917","Advanced Medical Group","3"
"1508030917","Republic Pain and Anesthesia Consultants","3"
"1508030917","Spine Orthopedic and Pain Surgical Partners","3"
"1508030917","Texas Brain Center","3"
"1528425238","Loving Hearts Private Care & Health Care Staffing Service","3"
"1528823713","ChoicePlus Health Care","3"
"1528823713","Femi-Care Surgery Center","3"
"1528823713","Premier Surgery Partners","3"
"1548853096","Focus Care Inc","3"
"1568254183","Walmart Pharmacy 10-2983","3"
"1568880714","Texan Plus Hospice","3"
"1568880714","Texan Plus Hospice Service","3"
"1578834941","Daughters of Charity Health Center - Carrollton","3"
"1598774705","DOCTORS PHARMACY","3"
"1629664255","PRAXIS HEALTH NETWORK","3"
"1629664255","PRAXIS PHYSICAL THERAPY","3"
"1649221342","Bull City Family Medicine and Pediatrics","3"
"1689125858","Seaside Wellness of Shallotte","3"
"1689542920","Vascular 360","3"
"1700767399","Care Connect","3"
"1700779279","University of Maryland Medical Group","3"
"1750630273","JONATHAN'S PHARMACY","3"
"1750630273","Jonathan's Pharmacy","3"
"1780553958","Always Best Care Round Rock","3"
"1831283712","STERLING CARE HOME HEALTH AGENCY","3"
"1851270482","Wellness Alliance Group","3"
"1871738989","FOCUS CARE INC","3"
"1891716767","PREMIER SURGERY PARTNERS","5"
"1902279789","Focus Care Inc.","3"
"1942177803","LIFT PERFORMANCE PT","5"
"1942825799","Ambulatory Services Greenwich Hospital","5"
"1972024354","Carley Family Care","3"
"1013371061","Horizon Family Medicine","3"
"1013397090","The Villa at West Branch","3"
"1013912922","REGENCY HEALTH CARE CENTRE","3"
"1013912922","Regency a Villa Center","3"
"1023859048","Citadel at Casa Scalabrini","3"
"1043004179","McCrimmon Primary Care Plus","3"
"1053025908","CLEAN RECOVERY CENTERS","3"
"1063381242","Always Best Care Senior Services of Greater Orlando","3"
"1063923043","JTCounseling Services","3"
"1134697196","SBH Labs","3"
"1144600222","The Villa at Great Lake Crossing","3"
"1164246492","Resilience Wellness","3"
"1184516577","DOCTOR'S PHARMACY","3"
"1225029465","IMPERIAL HEALTH CARE CENTRE","3"
"1225418304","The Villa at the Park","3"
"1225578727","Spring Meadow Nursing & Rehabilitation Centre","3"
"1225603673","Crescent Care of Elgin","3"
"1245610328","The Villa at City Center","3"
"1265950661","Integrity Prosthetics and Orthotics","3"
"1306584958","Pavilion of Ottawa","3"
"1316221500","CMC Orthopaedics","3"
"1316221500","CMC Orthopaedics Grande Dunes","3"
"1316221500","CMC Orthopaedics Socastee","3"
"1316221500","CMC Orthopaedics Surfside Beach","3"
"1316685969","Pavilion of Bridgeview","3"
"1336385764","Warren Park Health and Living Center","3"
"1366180903","Pavilion on Main Street","3"
"1427692581","MV Family Dental LLC","4"
"1437553302","Heritage Urgent and Primary Care","3"
"1467293480","Citadel at Saint Benedict","3"
"1477933455","The Villa at the Bay","3"
"1538884457","Closter Pharmacy","3"
"1548001563","Villa at Borgess Place","3"
"1548719610","The Waterford Care Center","3"
"1588302137","Pavilion of Logan Square","3"
"1598634784","Family Dynamics Therapy","3"
"1649261827","ST. JOSEPH'S HEALTH CARE CENTER","3"
"1669852646","The Villa at Silverbell Estates","3"
"1679378897","Carolina Medical Group PLLC","3"
"1700266780","The Villa at Traverse Point","3"
"1710856901","Stirling Sound Therapy","3"
"1730058926","HomeFront","3"
"1730742891","Rockland Treatment Center","3"
"1750075719","CLEAN RECOVERY CENTERS","3"
"1770812281","Ambassador Nursing & Rehab Center","3"
"1770812281","Ambassador a Villa Center","3"
"1770963753","The Villa at Parkridge","3"
"1780058487","Rapid City Counselors","3"
"1801772223","Los Angeles County Department of Homeless Services and Housing","5"
"1871327080","Cape Fear Family Medical Care","3"
"1881074961","The Villa at Green Lake Estates","3"
"1912069303","Carolina Center for ABA and Autism Treatment","3"
"1912069303","Kind Behavioral Health","3"
"1922746577","Pavilion of South Shore","3"
"1952030819","CLEAN RECOVERY CENTERS","3"
"1962834770","BEACON HOSPICE OF CENTRAL SAN ANTONIO","3"
"1962834770","Beacon Hospice of Central San Antonio","3"
"1962904409","Rockland Treatment Center","3"
"1023987211","Shadow Jasmin LLC","3"
"1093354078","The Citadel of Skokie","3"
"1104795319","Rachelle Langhofer, PhD","5"
"1124759329","Cornerstone Caregiving","3"
"1184593303","My Diabetes Tutor","3"
"1215675673","LOCAL RGV DME LLC","4"
"1235008434","HAVEN HILLS REHAB","3"
"1235011875","Green County Pharmacy","3"
"1245576735","AMBERWOOD CARE CENTRE","3"
"1306065099","LanguageMasters","3"
"1316354269","Well Within Chiropractic and Wellness","3"
"1326460692","Mountain View Therapy Services","3"
"1356879787","986 Pharmacy #8006","3"
"1366810558","Citadel Care Center-Wilmette","3"
"1376189951","Rockland Treatment Center","3"
"1417322736","SUPREME CARE PHARMACY","3"
"1447855689","Digital Doctor of Physio","3"
"1467698076","CPG Family Medicine at Singleton Ridge","3"
"1518831403","Smiley Physical Therapy LLC","5"
"1528937745","Old School Health","3"
"1538697834","PA Peterson at the Citadel","3"
"1578071569","Care & Cure Physical Therapy","3"
"1598145575","The Villa at Rose City","3"
"1609353473","The Citadel of Northbrook","3"
"1649648833","Citadel Care Center-Kankakee","3"
"1659014728","Wyandot Medical Providers at Carey","3"
"1659970648","Arizona Life Hospice - Yavapai","3"
"1669341863","Charity Baw","5"
"1669341863","Matt Thul","5"
"1679297659","Debbie Ennis & Associates","3"
"1679297659","Discover You Counseling","3"
"1710594353","The Citadel of Bourbonnais","3"
"1811401540","Sterling Pavilion","3"
"1902413537","The Citadel of Glenview","3"
"1902775109","Sierra Vista Pharmacy, LTC","3"
"1922980523","Better Solutions Home Care","3"
"1023111788","CVS PHARMACY #04217","3"
"1023336625","CVS Pharmacy # 07149","3"
"1033212857","CVS PHARMACY #07656","3"
"1043312044","Omnicare of La Crosse #48380","3"
"1043314867","CVS PHARMACY # 04383","3"
"1043497993","CVS Pharmacy # 07172","3"
"1043869340","CVS Pharmacy 10740","3"
"1053414490","CVS PHARMACY #06651","3"
"1063517894","CVS Pharmacy #01335","3"
"1063519569","CVS PHARMACY # 06794","3"
"1073617858","CVS PHARMACY #07268","3"
"1083141485","CVS Pharmacy # 10555","3"
"1083718894","CVS PHARMACY #06851","3"
"1083718910","CVS PHARMACY #02569","3"
"1093060725","CVS PHARMACY # 06686","3"
"1093256505","CVS PHARMACY # 10692","3"
"1093756967","CVS PHARMACY # 08667","3"
"1093793028","Southwest Medical Associates Hospice & Palliative Care","5"
"1093819963","CVS PHARMACY 04614","3"
"1104813963","CVS Pharmacy #11319","3"
"1114021003","CVS Pharmacy #03965","3"
"1124122072","CVS PHARMACY # 02455","3"
"1134223084","CVS PHARMACY #02034","3"
"1164268140","Social Club 900 ADHC","3"
"1164465332","CVS Pharmacy #09959","3"
"1184193476","CVS Pharmacy #11018","3"
"1184350084","CVS Pharmacy #10834","3"
"1184728099","CVS PHARMACY #01183","3"
"1184728164","CVS PHARMACY #05917","3"
"1215030754","CVS PHARMACY #06647","3"
"1235233040","CVS PHARMACY #07766","3"
"1255374088","CVS Pharmacy #09826","3"
"1255649026","CVS Pharmacy # 04191","3"
"1265535967","CVS PHARMACY #07056","3"
"1275577645","CVS PHARMACY #08578","3"
"1275637126","CVS PHARMACY #05688","3"
"1295052249","Arianna Medical Pharmacy","3"
"1295838951","CVS PHARMACY # 04044","3"
"1306940234","CVS PHARMACY #05326","3"
"1316040751","CVS PHARMACY #06644","3"
"1316041387","CVS PHARMACY # 01358","3"
"1326142100","CVS PHARMACY #07341","3"
"1326439365","CVS PHARMACY # 10835","3"
"1336183789","CVS Pharmacy #02124","3"
"1336240894","CVS PHARMACY 07703","3"
"1336599414","CVS PHARMACY # 10661","3"
"1376283481","CVS Pharmacy # 11433","3"
"1376990234","CVS PHARMACY #10859","3"
"1386077345","Eaton Apothecary #11262","3"
"1386167625","CVS PHARMACY #05131","3"
"1386439131","Healthy Life Personal Care LLC","3"
"1396848024","CVS PHARMACY #06612","3"
"1396849212","CVS PHARMACY # 01443","3"
"1437252889","CVS PHARMACY #06605","3"
"1447413299","CVS Pharmacy # 01017","3"
"1457395899","CVS Pharmacy #09951","3"
"1457455313","CVS PHARMACY # 04139","3"
"1487757258","CVS PHARMACY #06385","3"
"1487758371","CVS Pharmacy #05477","3"
"1497854798","CVS PHARMACY # 02162","3"
"1497985568","CVS PHARMACY # 08944","3"
"1518060342","CVS PHARMACY # 07778","3"
"1518066810","CVS PHARMACY #05997","3"
"1528161049","CVS PHARMACY #07635","3"
"1538103361","CVS Pharmacy #09818","3"
"1548027246","CVS Pharmacy #19006","3"
"1558123935","CVS Pharmacy #19000","3"
"1568405306","CVS PHARMACY #09681","3"
"1578667499","CVS PHARMACY 03506","3"
"1588114979","CVS PHARMACY #10916","3"
"1588768436","CVS PHARMACY # 02522","3"
"1598529455","CVS Pharmacy #19007","3"
"1598706475","CVS PHARMACY #09580","3"
"1598995573","CVS Pharmacy #08933","3"
"1609817576","CVS PHARMACY 08836","3"
"1639187149","At-Home Health Care","3"
"1639273469","CVS PHARMACY #01108","3"
"1639304850","CVS Pharmacy # 08918","3"
"1639932932","CVS Pharmacy #19002","3"
"1659315927","CVS PHARMACY #09630","3"
"1659371854","CVS #11144","3"
"1659474302","CVS PHARMACY# 06216","3"
"1659474427","CVS PHARMACY # 07622","3"
"1659475564","CVS PHARMACY 05004","3"
"1669575494","CVS PHARMACY # 05027","3"
"1689214744","CVS Pharmacy #11215","3"
"1689774028","CVS PHARMACY #01683","3"
"1699469759","OneImaging","3"
"1700617966","Florida Psychiatry","3"
"1700980596","CVS PHARMACY # 07415","3"
"1720181589","CVS PHARMACY # 04600","3"
"1730283573","CVS PHARMACY","3"
"1730283698","CVS PHARMACY 03927","3"
"1740158740","Arianna Medical Pharmacy - Long Term Care (LTC)","3"
"1740222553","CVS Pharmacy #09855","3"
"1770686594","CVS PHARMACY # 04411","3"
"1770940306","Men's Health Foundation","3"
"1780743831","CVS PHARMACY #05528","3"
"1780789511","CVS PHARMACY","3"
"1790884005","CVS PHARMACY #05992","3"
"1790889525","CVS PHARMACY # 05882","3"
"1790889541","CVS PHARMACY","3"
"1790889608","CVS PHARMACY # 01948","3"
"1801990775","CVS PHARMACY #05185","3"
"1811099799","CVS Pharmacy #10820","3"
"1811938715","CVS PHARMACY #08605","3"
"1831087527","Advanced Integrative Rehabilitation and Pain Center","3"
"1841054079","CVS Pharmacy #19001","3"
"1841057759","CVS Pharmacy #19005","3"
"1841232659","CVS PHARMACY #09837","3"
"1841394798","CVS PHARMACY #03956","3"
"1851494538","CVS PHARMACY #06531","3"
"1851494678","CVS PHARMACY # 05381","3"
"1861595589","CVS Pharmacy #04912","3"
"1861596793","CVS PHARMACY #05319","3"
"1861596835","CVS PHARMACY # 01340","3"
"1871167601","CVS Pharmacy # 11402","3"
"1871692186","CVS PHARMACY # 05846","3"
"1871825554","CVS Pharmacy # 01201","3"
"1881799617","CVS PHARMACY#01363","3"
"1891002663","CVS Pharmacy # 02843","3"
"1891558383","CVS Pharmacy #19003","3"
"1891736799","CVS PHARMACY#08819","3"
"1902520950","CVS Pharmacy #11393","3"
"1902909369","CVS PHARMACY#04199","3"
"1912941386","CVS PHARMACY #08584","3"
"1952567422","CVS Pharmacy #04625","3"
"1962506782","CVS PHARMACY # 04427","3"
"1972547347","CVS PHARMACY #08623","3"
"1972607752","CVS PHARMACY #07301","3"
"1972769305","CVS PHARMACY #02596","3"
"1992809727","CVS PHARMACY # 08325","3"
"1992897623","CVS PHARMACY 01195","3"
"1013010479","CVS PHARMACY 03413","3"
"1013010552","CVS PHARMACY #03849","3"
"1013010701","CVS PHARMACY #07055","3"
"1033088182","Joyride Home Care","3"
"1033761788","Cvs Pharmacy # 11177","3"
"1043548068","Houston Rheumatology Center","3"
"1063433373","CVS Pharmacy #11372","3"
"1063515831","CVS PHARMACY #04374","3"
"1093818775","CVS PHARMACY #07540","3"
"1104920875","CVS PHARMACY # 00018","3"
"1134222995","CVS PHARMACY #03864","3"
"1144199290","Roots Chiropractic & Wellness","3"
"1164463030","CVS PHARMACY","3"
"1164525663","CVS PHARMACY #04435","3"
"1174753404","CVS Pharmacy # 08986","3"
"1194310763","CVS Pharmacy #11441","3"
"1194446773","Avida Counseling Group","3"
"1255373445","CVS PHARMACY # 08534","3"
"1275636938","CVS PHARMACY 04348","3"
"1285702019","CVS Pharmacy #11188","3"
"1285742643","CVS Pharmacy #11249","3"
"1316121262","CVS Pharmacy #06958","3"
"1326141078","CVS PHARMACY # 07658","3"
"1336243005","CVS PHARMACY 07699","3"
"1346342631","CVS PHARMACY #08139","3"
"1346343001","CVS PHARMACY 04166","3"
"1356012421","Dial An Angel","3"
"1356012421","Dial an Angel In Home Care","3"
"1356012421","Dial an Angel In Home Care LLC","3"
"1366545071","CVS PHARMACY #03347","3"
"1386644771","JHU - GENERAL PEDIATRICS","3"
"1386696441","Connecticut Orthopaedics Sports Therapy and Rehab","5"
"1386696441","STAR Sports Therapy and Rehab","5"
"1407959968","CVS PHARMACY #04293","3"
"1427927573","The Relationship Health Collective","3"
"1437046109","Bliss Home Health Care LLC","3"
"1437257995","CVS PHARMACY # 01413","3"
"1467493338","CVS PHARMACY #08765","3"
"1518724491","CVS Pharmacy #19008","3"
"1528851755","Rancho Adult Day Health Services","3"
"1538267018","CVS PHARMACY #02011","3"
"1548038599","None","5"
"1609500412","iview image & testing","3"
"1619993193","Omnicare of Akron","3"
"1619993193","Omnicare of Akron #48316","3"
"1639048770","Sallix Diagnostic Solutions LLC","4"
"1659479111","CVS PHARMACY #01847","3"
"1669575171","CVS PHARMACY #06133","3"
"1689777435","CVS PHARMACY #04022","3"
"1699644740","VPCHC - Springhill","3"
"1720970742","honey medical group","3"
"1730058884","Lafonte Health","3"
"1760040943","Neighborhood Pharmacy","3"
"1770695603","CVS PHARMACY #08011","3"
"1780788562","CVS PHARMACY #02552","3"
"1811091697","CVS PHARMACY #02514","3"
"1811754500","CVS Pharmacy #19009","3"
"1841393535","CVS PHARMACY #07018","3"
"1861595571","CVS PHARMACY #07276","3"
"1871693218","CVS PHARMACY #08292","3"
"1871696641","CVS PHARMACY #03564","3"
"1912001793","CVS PHARMACY #07677","3"
"1912238833","CVS Pharmacy # 07670","3"
"1912495441","Haven of Hope Inc. - STAY","5"
"1912495441","Haven of Hope, Inc - Abeona","5"
"1922897198","Nasir Khatri MD","3"
"1922897198","Nasir Khatri MD PLLC","3"
"1932424991","CVS Pharmacy #04928","3"
"1104044106","Newman & Taub Cataract and Laser Center","4"
"1104044106","Newman and Taub Cataract and Laser Center, PLL","4"
"1104988740","WellSpan Cardiovascular Surgery","3"
"1114091386","The Meadows Psychiatric Center","3"
"1235008301","Health & Hope  Corp","3"
"1235008301","Health & Hope  Corp","4"
"1306128509","Capital Region Health Park","3"
"1316505043","Legent Orthopedic Hospital","3"
"1326708298","Healing Hands Ministries Woodhill Pediatrics Health Center","3"
"1336176692","AMESHI MANAGEMENT CORPORATION","3"
"1346220340","Psychology Associates","3"
"1346650124","WellSpan Orthopedics","3"
"1356389316","Essentia Health Chisholm Clinic","3"
"1558354670","Bedford Fire Department","3"
"1679156731","Augusta Health Buena Vista Primary Care","3"
"1699408773","Argus Opioid Treatment Program","5"
"1700256492","Green House Cottages of Carmel","3"
"1700256492","The Restoracy of Carmel","3"
"1790654853","Every Child Pediatrics","3"
"1801990452","Hospice and Palliative Care","5"
"1932167921","VNA Alliance","3"
"1942719323","Tamara Wellington","5"
"1982790622","WellSpan Gynecologic Oncology","3"
"1003609827","Root & Rise Clinical Specialists","3"
"1013053016","My Friends House Family Counseling Services","3"
"1053835983","Legent Outpatient Surgery - Frisco","3"
"1073397360","Soma Story OT","3"
"1093684169","One Step One Family","5"
"1104900596","VERSAILLES EMS","3"
"1114896297","PDS Medical Group Whitelock","3"
"1154954097","October Road Treatment Center","3"
"1164391256","Desert Willow Dentistry","3"
"1174579619","North Providence Renal Center","3"
"1174608913","WELLSPAN NEONATOLOGY","3"
"1184057309","Legent Surgical Hospital Plano","3"
"1184057309","STAR Medical Center","3"
"1235411547","WellStreet Urgent Care","3"
"1326019688","Renown Health Home Care","3"
"1356186787","The Heart and Vascular Group","3"
"1457132755","Fast & Fit physical therapy LLC","4"
"1497173801","Legent Outpatient Surgery - Austin","3"
"1497460240","Z Center for Advanced Surgery","3"
"1528238979","Classic City Counseling","5"
"1528313228","Duke City Recovery Toolbox, LLC","3"
"1548054521","MyCHN at Westwood","3"
"1548054521","MyCHN at Westwood","5"
"1548506165","MILE BLUFF CLINIC","3"
"1629457817","transportation","5"
"1649967092","WellSpan Medical Group","3"
"1699886184","Treasure Coast Hospice of Martin","3"
"1700586674","Ellie Mental Health - Lancaster","3"
"1710938659","Regional Surgical Specialists, Inc","3"
"1710938659","Regional Vascular & Vein","3"
"1790502268","MIDWEST MRI, LLC","4"
"1841454980","Oral Surgery Associates","3"
"1932363041","Oral Surgery Associates","3"
"1942065768","Mind Meadow Counseling LLC","3"
"1942179023","Bright Minds of Autism","3"
"1942203567","GAINESVILLE OPEN MRI CENTER LLC","3"
"1972941714","Legent Interventional Pain Center","3"
"1073495966","EASTCHESTER PHARMACY","3"
"1114896891","Open Pathways Counseling Center","3"
"1134692296","Samaritan Neurosurgy & Ortho Spine - Newport","3"
"1225907322","Palm Beach Sports Medicine West Palm Beach","3"
"1245410794","SOUTH SIOUX CITY FIRE DEPARTMENT","3"
"1255905576","Nenhealth and wellness","4"
"1255905576","Alira Behavioral Health, LLC","5"
"1295314045","Ohana Adult Day Program","3"
"1295961233","Ellis County Orthopedic Sports Medicine Clinic","3"
"1316816416","LightHouse for the Blind - Earle Baum Campus","5"
"1467321554","AMDG Counseling","3"
"1467321554","McDade Counseling","3"
"1528547577","Right at Home","3"
"1548139645","Caribbean AirCare","3"
"1548139645","Caribbean Ambulance","3"
"1548139645","Island Health","3"
"1598634677","BELLE ISLE RX LTC","3"
"1609069780","Suncoast Inpatient Care PA","4"
"1689543787","Northwest Greensboro Pharmacy","3"
"1780736736","NorthBay Health Orthopedics","3"
"1780736736","NorthBay Health Primary Care","3"
"1780736736","NorthBay Health Pulmonology","3"
"1780736736","NorthBay Health Urgent Care","3"
"1790654895","Harbor Homes Assisted Living","3"
"1821454505","OPTIMA MEDICAL","3"
"1891674669","Golden Hearts Personal Care Agency","3"
"1912498296","Flint Hills Family Medicine","3"
"1942186960","Katys Home Health Care","4"
"1972479129","Align Psychology","3"
"1073559019","All Medical Equipment & Supplies","3"
"1114088408","WellSpan Medical Weight Management","3"
"1144950106","Lively","3"
"1154290278","Grow & Go Therapy Co.","3"
"1205897485","Kessler Rehabilitation Center","3"
"1255087615","PROSPECT PHARMACY LLC","3"
"1265301386","Bluestone Hearing Clinic","3"
"1437035409","Serenity Cares","3"
"1487902821","Reveal Diagnostics","5"
"1497808182","Dr. Randolph's Ageless & Wellness Medical Center","3"
"1598013930","Reveal Diagnostics","5"
"1689083719","Reveal Diagnostics","3"
"1720349954","B.C, Medical Group PLC","3"
"1730725904","Rutgers Park Dialysis","3"
"1730790361","Optimal Healthcare Services LLC","3"
"1811719537","Texas Family Health Center","3"
"1851709984","Reveal Diagnostics","3"
"1881665321","AMERICAN CPAP SPECIALISTS","3"
"1952993800","Excelacare Hospice","3"
"1043031602","Jefferson Vascular Surgery @ Abington","5"
"1043099567","Southern Hills Comprehensive Treatment Center","3"
"1144600248","Sacramento Community Clinic","3"
"1184449324","LTC PARKERS PHARMACY","3"
"1407361512","Lifeguard Emergency Medical Services","3"
"1427715515","Sacramento Community Clinic - El Camino","3"
"1457409674","Los Angeles Cancer Network","3"
"1457575656","Seton Pain and Rehabilitation Center","3"
"1457575656","SPRC, LLC","5"
"1467790667","Seagirt Adult Day Care Center","3"
"1538964101","Creative Reflections Therapy","3"
"1548130677","THE VINE HOME HEALTH CARE","3"
"1568331684","JHU - 1029 E BALTIMORE ST - PROVIDER TYPE: 20-PHYSICIAN","3"
"1568331692","Community Engagement","3"
"1578014940","Meridian Health Services","3"
"1578767034","Amherst Physical Therapy","3"
"1659240786","American Daycare Corporation","4"
"1659322832","Pinnacle Physical Therapy","3"
"1669202396","ReClaim Psychotherapy","3"
"1740156504","Joni Brown, LICSW","3"
"1740371772","Manchester Sports and Physical Therapy","3"
"1750573945","Carolinas Eye Center","5"
"1770674780","Elite Rehabilitation and Sports Therapy","3"
"1801583992","Align 360 Chiropractic","3"
"1851482897","Hampton Physical Therapy","3"
"1861677064","Abode Care Partners","3"
"1922785765","TOYE FOUNDATION","3"
"1982749495","Special Learning Center","3"
"1134924129","cleopatra dental","3"
"1154013134","Lerner and Belen","3"
"1164401881","Caretenders - Louisa","3"
"1164401881","Three Rivers Home Care","3"
"1235009382","Eye Vision","3"
"1306283080","FirstHealth Southern Pines Women's Health Center","3"
"1346834074","Belleview Dental Associates","3"
"1346834074","Chateaux Family & Cosmetic Dentistry","3"
"1346834074","Citadel Terrace Dental Group","3"
"1346834074","Dentistry of Colorado - Arvada","3"
"1346834074","Dentistry of Colorado - Belmar","3"
"1346834074","Dentistry of Colorado - Lafayette","3"
"1346834074","Dentistry of Colorado - Sloan's Lake","3"
"1346834074","Dentistry of Colorado - Westminster","3"
"1346834074","Dr Cameron Auger & Associates","3"
"1346834074","Smiles Inc","3"
"1346834074","The Studio for Exceptional Dentistry","3"
"1346948155","John De Rouen MD Inc","5"
"1386654374","Shining Nightingale Health Care","3"
"1386654374","Texas State Healthcare","3"
"1396547923","Pineapple Garden Assisted Living Facility","3"
"1467491837","Amarillo Spine Institute","3"
"1467491837","Lubbock Spine Institute","3"
"1467491837","Midland Spine Institute","3"
"1508374430","DR PHARMACY RX","3"
"1528771045","Family Pharmacy Amelia Long Term Care","3"
"1679443717","Family Dental Health of Lake Carolina","3"
"1699331363","Andrew T Mohlman DDS","3"
"1699331363","Charles L Regalado DDS","3"
"1699331363","Green Lake Dental Care","3"
"1699331363","Hutchinson Dental","3"
"1720958861","JHU - 1046 TAYLOR AVE - PHYSICIAN TYPE: 20","3"
"1760534713","NorthBay Health Orthopedics","3"
"1760534713","NorthBay VacaValley Hospital","3"
"1780414219","Danielle Akry DDS, A Professional Corporation","3"
